Applicant_ID,Name,Age,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Creditworthy
408,Jeremy Turner,65,67033.91,659,43747.19,60,Self-Employed,1
409,Anthony Romero,28,69292.1,511,41608.84,12,Self-Employed,1
410,Jesse Brown,52,42486.8,472,19564.41,36,Unemployed,1
411,Angela Lin,50,98839.06,397,11101.5,48,Employed,1
412,Lisa Hunter,59,30151.05,435,16235.48,36,Employed,1
413,Julian Conner,49,31373.73,575,33251.58,48,Unemployed,0
414,Joanna Pacheco,58,83567.89,395,23128.28,36,Self-Employed,1
415,Erica Alvarez,47,96020.33,635,31188.0,12,Self-Employed,1
416,Antonio Garcia,58,73131.51,666,43254.78,60,Unemployed,0
417,Gwendolyn Klein,45,85987.81,806,17084.16,36,Unemployed,0
418,Carrie Wright,54,88193.81,651,45236.96,12,Employed,0
419,Jeffrey Mills,58,82711.18,770,5732.66,24,Unemployed,1
420,Jake Campbell,18,99347.06,738,14104.32,24,Self-Employed,1
421,George Harper,28,89953.87,580,9200.3,36,Unemployed,0
422,Maria Jones,41,73160.7,469,7330.43,36,Self-Employed,0
423,Michael Mitchell,45,72438.82,397,5048.88,48,Employed,0
424,Mary Escobar,55,38095.27,755,5417.91,36,Employed,1
425,Felicia Aguilar,62,30574.01,372,15302.61,12,Self-Employed,0
426,Gregory Ponce,24,45068.12,606,11170.82,24,Self-Employed,0
427,Jenna Larson,22,62440.66,308,32464.37,24,Unemployed,1
428,Emily Bennett,64,37044.44,455,46395.24,60,Self-Employed,1
429,Robin Santiago,31,26935.04,402,11300.59,12,Self-Employed,1
430,Nancy Jennings,40,97059.9,622,40598.45,24,Unemployed,0
431,Maria Henderson,33,64271.73,591,40053.63,12,Self-Employed,1
432,Jack White,31,61419.93,821,13489.09,48,Unemployed,0
433,Travis Tucker,33,59591.02,415,15848.68,60,Employed,0
434,Chad Jones,41,94713.95,435,22407.72,60,Unemployed,1
435,Ashley Wise,52,74635.36,782,47950.38,12,Employed,0
436,Sophia Johnson,18,40974.82,340,46516.07,48,Self-Employed,1
437,Ralph Anderson,58,77010.33,725,24060.89,48,Employed,0
438,Christopher Guerra,35,26687.77,380,28008.71,24,Employed,1
439,Rhonda Martin,43,66914.97,367,18957.63,48,Self-Employed,0
440,Jason Rhodes,21,39558.38,744,10219.4,60,Self-Employed,0
441,Jeremy Mitchell,37,73286.37,479,10374.94,24,Self-Employed,0
442,Joann Ferguson,28,59713.03,655,28535.24,36,Employed,1
443,Robert Harrison,26,79982.11,575,37982.11,12,Employed,1
444,Holly Valentine,45,41758.45,365,16832.73,60,Self-Employed,0
445,Mrs. Diane Reyes,49,56415.82,668,7494.76,60,Employed,1
446,Tracy Montoya,28,40409.29,405,45242.08,12,Employed,0
447,Brenda Wright,20,88695.12,312,16004.82,48,Unemployed,1
448,Shelly Spencer,27,34316.87,336,29878.92,48,Employed,1
449,Ryan Rosales,33,53300.53,627,17206.61,12,Self-Employed,1
450,Phillip Nelson,25,60163.28,353,13070.5,60,Employed,1
451,Brittany Kim,22,90159.3,589,39808.74,36,Unemployed,0
452,Courtney Hayes,53,56539.69,677,14030.2,60,Unemployed,0
453,Alexander Brown,47,49461.89,805,49900.42,24,Self-Employed,0
454,Cynthia Vang,27,20510.23,719,6075.96,60,Unemployed,0
455,Alfred Galvan,39,20116.96,685,43205.27,36,Employed,0
456,Marie Moody,51,98649.26,729,27141.3,12,Employed,1
457,Dustin Gallegos,23,23512.02,537,45377.94,60,Unemployed,1
458,Brenda Thornton,47,97964.38,386,31134.68,60,Employed,1
459,Aaron Miller,22,67351.66,363,24574.23,24,Employed,1
460,Ruben Dunn,34,88073.1,702,36532.65,36,Unemployed,1
461,Kelsey Rodriguez,35,38688.9,507,11125.03,60,Employed,0
462,Eric Williams,24,33150.0,777,19131.5,12,Self-Employed,1
463,Riley Bryant,31,56153.37,774,16925.36,12,Employed,0
464,Taylor Carlson,61,44337.2,341,14675.94,36,Employed,0
465,Jose Allen,63,39857.5,664,22831.0,12,Self-Employed,1
466,Jeffrey Mendez,34,85607.17,478,6398.69,48,Unemployed,0
467,Jason Beck,24,56963.46,443,10465.4,12,Employed,0
468,William Jones,30,85893.87,681,35882.84,12,Self-Employed,1
469,Katie Mcneil,22,21744.01,366,13898.77,48,Employed,0
470,Jeanette Harrison,39,29802.21,772,7278.7,60,Unemployed,1
471,Veronica King,49,22358.58,736,12776.32,24,Employed,1
472,Richard Cooper,35,55680.91,452,6559.22,60,Self-Employed,0
473,Lori Ingram,59,43608.41,721,44725.04,48,Employed,0
474,Evelyn Williams,35,50641.22,729,13975.6,60,Employed,0
475,Robin Thompson,42,82553.26,667,26585.8,48,Unemployed,1
476,Julie Dominguez,42,41634.85,326,19349.49,24,Employed,1
477,Robin Brown,21,84692.31,783,28824.45,60,Employed,0
478,Judith Carter,24,39828.56,546,16993.72,12,Employed,1
479,Curtis Williams,40,94816.48,477,12924.52,60,Unemployed,1
480,Kaylee Hays,55,22256.53,660,47640.14,60,Employed,0
481,Dawn Mullins,49,63369.97,479,27069.64,12,Employed,0
482,Howard Norman,56,37504.72,839,26509.5,36,Self-Employed,0
483,Evelyn Martinez,26,47260.72,481,46345.14,36,Employed,0
484,Steve Paul,27,66928.73,445,39846.49,60,Unemployed,0
485,Jasmine Beltran,41,76363.04,705,31370.75,36,Unemployed,1
486,Jonathan Glass MD,26,98068.85,747,40632.91,48,Self-Employed,1
487,Monica Miller,29,76574.63,665,15045.67,60,Employed,1
488,Samantha Gardner,37,78719.6,601,10730.68,12,Self-Employed,1
489,Bobby Guerrero,54,22590.62,625,46446.72,60,Employed,0
490,Lance Simmons,49,31251.47,379,15709.82,36,Employed,0
491,Heather Williams,63,73601.97,643,25098.35,36,Employed,0
492,Heather Bolton,62,25423.58,562,40415.9,12,Employed,1
493,William Gould,46,78606.76,470,44804.84,48,Unemployed,1
494,Mark Cox,52,50027.81,790,40492.85,60,Self-Employed,0
495,Meghan Cisneros,28,56102.99,334,18270.89,36,Unemployed,0
496,Lawrence Harrington,22,47344.66,684,12240.7,12,Self-Employed,0
497,Austin Osborne,39,67522.44,794,36702.71,48,Self-Employed,0
498,James Bradley,56,91180.26,460,7410.01,36,Employed,0
499,Meghan Rush,44,75775.74,571,34726.91,36,Employed,0
500,Phillip Berry,21,51432.18,802,11911.55,36,Employed,1
501,Jennifer Banks,23,43563.96,791,13985.37,12,Employed,0
502,Brian Fitzgerald,58,43344.92,383,26310.68,12,Unemployed,1
503,Mr. Justin Green III,48,59127.74,571,9101.16,60,Unemployed,0
504,Zachary Mitchell,41,90839.42,678,13396.23,12,Unemployed,1
505,Katherine Martinez,47,41072.06,575,30391.1,24,Self-Employed,0
506,Jodi Roach,23,73451.29,723,48681.75,60,Employed,0
507,Brandon Fleming,42,85472.42,728,48453.25,48,Self-Employed,0
508,Emma Reed,48,43908.17,704,45624.97,12,Self-Employed,0
509,Joshua Vance,25,95940.39,759,12779.55,24,Employed,0
510,Michelle Ho,26,23414.07,380,49472.6,48,Employed,0
511,Rebecca Hicks,56,40630.91,368,8916.23,60,Unemployed,1
512,Curtis Taylor,35,61575.05,312,40394.78,60,Self-Employed,1
513,Allison Spencer,25,53155.39,451,30496.73,60,Employed,0
514,Robert Arnold,54,82363.58,592,44036.39,36,Unemployed,1
515,Angelica Parker,42,72383.01,784,6685.96,36,Unemployed,0
516,Dr. Kelly Hammond DVM,57,68692.42,711,6745.21,36,Self-Employed,0
517,William Day,21,79659.99,575,45366.41,12,Unemployed,1
518,Michael Cooper,37,42427.73,803,43620.57,12,Employed,0
519,Penny Bowman,37,97937.55,753,39831.39,36,Unemployed,1
520,Vincent Reynolds,56,71644.38,492,24877.25,48,Self-Employed,1
521,Amy Martinez,51,89375.12,357,28187.14,24,Employed,1
522,Christopher Morris,63,60543.62,438,40123.24,60,Self-Employed,0
523,Hannah Everett,29,35421.08,505,42663.95,24,Employed,1
524,Sarah King,21,93442.49,503,17328.99,48,Self-Employed,1
525,Krista Martinez,58,93845.89,331,15887.21,48,Self-Employed,1
526,Joseph Shaw,29,96841.63,785,31409.61,36,Unemployed,0
527,Todd Moore,34,79916.89,392,17828.12,48,Employed,0
528,Michelle Jacobs,54,82386.41,519,43570.0,24,Self-Employed,0
529,Kristy Bryan,35,72126.99,825,5902.36,12,Unemployed,0
530,Angel May,59,33856.05,308,15069.65,60,Unemployed,1
531,Marilyn Wang,45,91638.64,657,25654.91,24,Unemployed,1
532,Mark Jimenez,61,61651.03,706,31301.92,12,Self-Employed,1
533,Donna Frye,53,71787.37,589,18431.42,12,Unemployed,0
534,Dr. Michael Evans,39,99068.88,632,43767.12,36,Self-Employed,1
535,Anthony Gonzales,30,31994.34,546,45485.92,60,Unemployed,1
536,Mr. Lawrence Edwards,61,31194.36,326,34493.03,36,Unemployed,1
537,Morgan Valencia,43,51061.99,336,31236.07,60,Employed,1
538,Bianca Wood,64,77069.54,847,33724.11,48,Self-Employed,1
539,Emma Owens,50,44015.59,474,42828.74,60,Employed,1
540,David Davis,24,57662.47,564,37633.4,60,Employed,1
541,James Gilbert,59,27143.99,663,15049.76,36,Unemployed,1
542,Sean Moore,41,40844.74,601,25869.23,12,Unemployed,0
543,Kenneth Edwards,58,66685.97,372,26249.89,24,Self-Employed,0
544,Kathleen Robertson,61,50533.54,605,23589.83,24,Employed,0
545,Mr. Alexander Landry MD,39,52735.35,768,11445.09,24,Employed,1
546,Cindy Gomez,39,70482.62,481,19103.63,12,Employed,1
547,Johnny Khan,35,36750.59,472,30932.55,24,Unemployed,0
548,Julie Herrera,26,69158.38,739,23152.71,48,Unemployed,0
549,Jessica Khan,20,62702.61,682,47753.09,36,Self-Employed,0
550,Pamela Diaz,19,74139.85,554,15181.96,36,Unemployed,0
551,Kelly Lee,24,50684.04,613,12515.91,12,Unemployed,1
552,Angel Gordon,47,78226.55,836,20202.58,24,Unemployed,1
553,Diana Hays,40,80009.25,468,47663.8,48,Employed,0
554,Barbara Hester,32,78173.51,434,14503.56,12,Self-Employed,0
555,Robert Morgan,25,49327.32,338,21883.66,36,Self-Employed,0
556,Nicole Gonzalez,56,99574.42,410,34410.54,12,Employed,0
557,Kathryn Williams,44,55545.14,426,29627.71,48,Self-Employed,0
558,Gary Wells,31,75615.36,309,18550.24,12,Self-Employed,1
559,Larry Robertson,57,68450.75,440,23847.16,12,Self-Employed,0
560,Louis Martin,36,29121.0,408,27398.26,60,Employed,1
561,Nancy Evans MD,51,97849.58,666,36654.65,36,Employed,0
562,Kim Erickson,53,59708.38,512,35969.18,48,Unemployed,0
563,Robert Richardson,18,21019.95,391,45809.6,60,Self-Employed,1
564,Veronica Silva,27,95955.68,823,8377.17,12,Unemployed,0
565,Molly Watts,47,99093.27,603,16885.63,12,Employed,0
566,John Coffey,20,88179.89,668,41071.82,36,Unemployed,0
567,Paula Lane,24,88099.67,346,5435.25,24,Self-Employed,0
568,Lauren Jackson,39,48602.19,748,47979.01,36,Self-Employed,0
569,Lisa Randall,41,85197.14,487,10122.44,48,Unemployed,1
570,Michael Johnson,42,75192.19,789,40995.46,24,Employed,0
571,Ashley Smith,62,78112.89,463,9667.09,60,Unemployed,1
572,Christian Vaughn,29,68905.85,667,32511.13,24,Unemployed,1
573,Reginald Knapp,25,91007.51,751,7068.75,36,Self-Employed,1
574,Nancy Brown,18,76365.45,837,39538.79,60,Self-Employed,0
575,Daniel Nguyen,60,89851.49,831,28539.64,60,Employed,1
576,Kelly Edwards,60,78132.16,793,20558.73,48,Employed,0
577,Thomas Peterson,18,71471.9,460,27750.54,48,Unemployed,0
578,Raymond Le,22,80114.4,628,15840.13,36,Employed,0
579,Melissa Bishop,53,71465.39,712,41769.65,12,Unemployed,1
580,David Grant,54,55847.89,810,25118.07,12,Unemployed,0
581,William Evans,24,52275.17,336,30070.9,12,Employed,1
582,Daniel Bush,50,64986.61,767,47765.98,36,Employed,0
583,Gregory Peck,47,46557.81,784,37249.61,36,Self-Employed,1
584,Denise Martinez,25,27794.96,527,5098.86,36,Self-Employed,1
585,Jamie Baird,53,61758.81,408,7060.01,24,Unemployed,0
586,Tina Ballard,63,79400.87,719,9813.27,60,Employed,0
587,Dwayne Klein,25,94417.3,702,14701.53,24,Self-Employed,1
588,Jeremy Scott,24,80571.95,347,46698.19,60,Employed,1
589,Dale Ryan,47,72676.54,816,11058.62,48,Employed,0
590,Melissa Taylor,53,94824.66,794,46596.69,24,Self-Employed,0
591,Laurie Sanchez,64,85219.53,406,22433.25,60,Self-Employed,1
592,Kiara Little,50,90511.25,728,49077.53,24,Unemployed,1
593,Jason Love,39,97639.33,763,41215.86,24,Unemployed,1
594,Randy Smith,62,63824.48,621,37034.35,60,Self-Employed,0
595,Tanya Russell,30,36777.02,597,35897.51,24,Self-Employed,0
596,Sherry Woods,50,63399.32,630,36965.87,36,Self-Employed,1
597,Victor Morris,55,65651.06,727,35340.96,60,Unemployed,1
598,Susan Davis,18,61818.4,325,22139.16,12,Self-Employed,0
599,Kimberly Sharp,30,41358.26,464,49258.96,36,Employed,0
600,Susan Thompson,62,82748.59,508,38911.73,12,Unemployed,1
601,Casey Gillespie,24,69288.71,529,38408.57,60,Unemployed,0
602,Jennifer Simpson DVM,50,82744.57,594,36182.12,12,Unemployed,1
603,Tammy Mcdowell,44,96536.16,620,48462.49,12,Employed,1
604,Keith Rodriguez,30,69644.94,753,42349.26,36,Self-Employed,0
605,Mrs. Virginia Daniels,64,97143.19,601,25196.67,12,Employed,0
606,Todd Rosales MD,65,61107.75,686,6828.54,36,Self-Employed,1
607,Brian Martin,26,32874.31,561,5254.03,48,Self-Employed,0
608,David Lopez,20,32296.27,630,31859.61,60,Self-Employed,1
609,Rachel Bradley,49,83192.65,666,8279.64,36,Self-Employed,0
610,Casey Chase,29,61648.5,817,12171.67,60,Self-Employed,1
611,Samantha Robertson,23,47952.24,518,34850.05,36,Unemployed,1
612,Michael Lopez,31,96024.66,843,26368.57,60,Self-Employed,0
613,Franklin Wright,25,73515.08,756,15815.65,60,Self-Employed,0
614,David Molina,20,74604.11,628,22161.77,12,Unemployed,1
615,Elizabeth Sharp,52,77918.05,325,46010.12,36,Self-Employed,1
616,Matthew Schwartz,49,23508.13,497,19414.07,12,Employed,0
617,Bryan Parker,52,62656.47,367,14485.17,24,Self-Employed,1
618,Jonathan Jacobson,24,36446.37,745,34095.25,12,Self-Employed,0
619,Emily Wilson,19,56738.02,639,6704.88,12,Employed,0
620,Elizabeth Mendez,34,64646.74,533,45994.4,48,Unemployed,1
621,Casey Hernandez,58,52355.84,623,5760.09,12,Self-Employed,0
622,Lisa Perry,59,77622.85,364,39018.23,60,Employed,0
623,Kaitlin Medina,40,94243.82,408,18042.65,36,Self-Employed,0
624,Colleen Wright,36,81221.94,748,22163.61,12,Unemployed,0
625,Shelley Miller,52,37589.26,700,40854.67,60,Unemployed,0
626,Michael Miller,37,74183.12,682,48082.62,12,Self-Employed,0
627,Amy Kelley,25,23341.85,703,29171.84,12,Unemployed,0
628,Laura Hernandez,65,79314.44,652,14528.16,60,Employed,0
629,Joseph Wilson,29,37663.04,558,13744.68,24,Self-Employed,0
630,Kevin Davis,53,56901.22,374,18079.37,12,Unemployed,0
631,Rhonda Chavez,30,78047.14,798,47819.3,36,Employed,0
632,Joyce Brown,24,42810.97,371,45505.34,36,Unemployed,1
633,Robert Cummings,39,69307.39,613,36205.62,24,Self-Employed,1
634,Robert Reese,38,96692.71,472,5217.43,24,Employed,1
635,Amber Cooper,35,87208.8,437,35581.11,36,Unemployed,1
636,Zachary Michael,46,48699.33,612,26913.71,12,Employed,0
637,Timothy Johnson,35,88697.09,443,45108.37,24,Unemployed,0
638,Randy Cannon,64,26032.0,319,43231.43,12,Self-Employed,1
639,Maria Fisher,55,37020.85,337,29821.73,60,Self-Employed,1
640,Janet Kane DVM,59,82015.78,674,22662.43,60,Self-Employed,1
641,Michael Stanley,26,57176.09,822,9074.93,36,Self-Employed,0
642,Martha Bailey,60,39110.46,469,39074.27,24,Unemployed,0
643,Joshua Rice,29,65308.58,449,38116.39,48,Unemployed,0
644,Courtney Smith,32,80917.79,537,7828.75,36,Employed,0
645,Edwin Nunez,60,36541.93,669,22464.19,48,Employed,0
646,Kim Morrow,59,45925.69,833,33510.51,36,Self-Employed,1
647,Gregory Hill,55,63548.0,478,21949.68,48,Unemployed,0
648,Molly Rodriguez,51,40126.91,528,28236.73,36,Unemployed,1
649,Jennifer Miranda,48,90973.76,306,27582.66,24,Unemployed,0
650,Alexis Harris,32,26167.06,587,14518.27,24,Employed,1
651,Andrew Harper,56,77384.22,421,34749.93,48,Unemployed,0
652,Amber Yang,48,74018.35,790,14481.68,24,Self-Employed,1
653,David Robinson,19,39493.62,430,30806.89,24,Employed,0
654,Amy Gordon,54,31749.21,470,16621.68,24,Self-Employed,1
655,Robert Dennis,56,97539.49,319,44532.9,36,Employed,0
656,Kyle Chambers,46,68522.07,782,44028.61,24,Employed,1
657,Eric Thomas,56,31416.97,486,33044.53,60,Unemployed,0
658,Connie Turner,64,74847.29,764,31844.0,12,Employed,1
659,Travis Hobbs,42,30577.06,316,14105.68,60,Self-Employed,1
660,Lori Simmons,27,68440.88,481,26414.11,60,Self-Employed,0
661,William David DDS,52,60266.34,420,9193.55,24,Self-Employed,0
662,Emma Butler,61,71938.54,834,23930.78,12,Self-Employed,1
663,James Webster,32,95073.73,793,40530.0,48,Unemployed,0
664,Samuel Turner,45,30710.65,788,39463.65,12,Unemployed,1
665,Renee Melendez,34,35121.68,307,31009.42,12,Self-Employed,0
666,Tracy Grant,42,72363.69,623,23398.03,12,Employed,1
667,David Harris,59,66829.61,567,43473.96,48,Self-Employed,1
668,Tammy Boone,57,42044.84,706,38973.74,48,Self-Employed,1
669,Nathaniel Lee,29,49617.04,795,16419.99,36,Self-Employed,1
670,Michael Morrison,63,51850.38,441,43474.95,12,Self-Employed,0
671,Chelsea Gill,46,82648.74,465,9512.54,60,Unemployed,1
672,Kristin Mendoza,53,69122.03,353,12233.21,12,Employed,0
673,Felicia Krueger,48,94068.94,745,8966.33,36,Employed,1
674,Timothy Hayden,23,68722.31,693,46880.82,48,Self-Employed,1
675,Zachary Mendoza,63,97082.39,358,47557.21,24,Self-Employed,1
676,Larry Harris,46,20856.83,830,17870.29,12,Self-Employed,0
677,Kristen Rowe,57,33558.63,336,21188.3,12,Employed,0
678,Joseph Howard,35,82373.83,661,35134.79,48,Self-Employed,0
679,Jose Crawford,51,21229.32,370,46362.98,60,Unemployed,1
680,William Harrison,40,97063.01,583,15183.3,24,Unemployed,1
681,Suzanne Wood,54,20372.12,479,23321.06,12,Self-Employed,0
682,Justin Walker,50,43540.15,419,41132.4,36,Self-Employed,1
683,Dean Donovan,62,55421.49,686,30342.59,24,Unemployed,1
684,Jennifer Hernandez,61,56857.64,328,26688.66,36,Employed,1
685,James Whitaker,58,83092.48,525,35461.08,24,Unemployed,1
686,Mr. Michael Scott PhD,40,61320.34,309,36536.83,36,Employed,1
687,Maria Henry,23,51914.45,650,8421.3,24,Unemployed,1
688,Robert Jackson,40,37485.29,575,13225.3,24,Unemployed,0
689,Katherine Stark,33,78834.33,571,14305.04,24,Employed,1
690,Maria Brown,27,82315.08,422,46408.47,48,Self-Employed,0
691,Ryan Landry,52,96639.45,793,21703.84,36,Unemployed,1
692,Pamela Gutierrez,49,34629.75,823,17612.0,24,Self-Employed,0
693,Crystal Mann,21,62058.84,733,26524.4,60,Employed,1
694,Jonathan Brooks,43,88832.01,478,25573.82,12,Self-Employed,1
695,Mary Jensen,38,75136.84,312,35334.64,48,Self-Employed,0
696,Mr. Aaron Arnold,38,48928.19,565,13421.86,36,Employed,1
697,Joseph Hill,48,96682.15,651,21466.59,48,Unemployed,0
698,Alicia Li,44,76057.01,681,21428.51,48,Unemployed,1
699,Renee Browning,29,65712.78,534,41638.58,36,Employed,1
700,Brent Hernandez,42,35685.06,453,26284.42,12,Employed,1
701,Joseph Ochoa,49,30757.73,829,29029.22,36,Unemployed,1
702,James Watson,34,64971.08,348,22928.09,24,Employed,0
703,Karl Branch,34,58123.15,398,25243.47,36,Unemployed,1
704,Michael Abbott,41,64828.0,563,20486.31,48,Employed,1
705,Shannon Malone,61,97049.32,503,30958.42,60,Employed,1
706,James Tran,40,46007.22,822,26937.22,48,Employed,1
707,Adam Jackson,57,42921.89,448,44071.59,36,Unemployed,1
708,Mr. Richard Knight PhD,22,26328.95,651,15269.81,36,Self-Employed,1
709,Joseph Williams,63,41397.79,704,17206.16,48,Unemployed,1
710,Sean Clay,44,33385.45,323,10626.8,24,Self-Employed,1
711,Anthony Jones,65,76055.75,381,14475.72,48,Employed,0
712,Stephanie Elliott,22,94943.49,784,29679.52,12,Unemployed,0
713,Timothy Edwards,24,40996.18,459,8794.01,48,Unemployed,0
714,Laurie Goodwin,33,79007.46,753,33191.63,24,Self-Employed,0
715,Jennifer Jones,19,22812.4,665,43716.6,36,Unemployed,1
716,David Davenport,52,94788.61,755,11080.17,60,Employed,1
717,Steven Rivera,58,79912.93,745,28555.69,60,Unemployed,1
718,Brenda Hinton,48,63173.45,391,24883.71,36,Unemployed,1
719,Kathryn Mccann,27,44285.83,300,28549.23,24,Unemployed,1
720,Jeffrey Roberson,48,62807.91,803,47613.09,48,Unemployed,0
721,Randy Friedman,45,83837.18,536,40854.53,60,Unemployed,0
722,Raymond Johnson,44,90572.97,747,22763.84,24,Self-Employed,1
723,Willie Henry,42,37647.39,381,24000.77,24,Self-Employed,1
724,Todd Reynolds,36,71876.56,844,41396.39,48,Employed,0
725,Mary Miller,29,30929.92,413,33660.17,60,Unemployed,1
726,Rebecca Marquez,62,69820.3,492,19428.97,24,Employed,0
727,Christian Dawson,29,97786.61,588,17113.78,48,Self-Employed,0
728,Nancy Stewart,32,27215.76,315,27211.08,36,Unemployed,1
729,Aaron Parker,49,99837.08,774,36362.07,12,Unemployed,0
730,Derrick Anderson,27,24483.07,701,8212.31,48,Employed,0
731,Jerry Peters,34,85380.06,312,10488.27,24,Unemployed,1
732,Alexander Gomez,33,79009.52,334,13963.09,12,Self-Employed,0
733,Kyle Nguyen,48,51129.84,619,47129.69,24,Self-Employed,0
734,Edgar Hughes,65,94993.67,833,10496.37,48,Self-Employed,1
735,Steven Stein,30,48834.13,353,43864.59,24,Employed,0
736,Laura Jackson,58,54732.93,315,12531.22,36,Self-Employed,0
737,Charles Turner,43,83131.5,309,48597.57,60,Self-Employed,1
738,Arthur Hamilton MD,62,67696.98,680,39685.87,24,Employed,1
739,Mr. David Wright,23,74875.57,646,46888.2,12,Employed,1
740,Linda Gonzalez,59,32313.47,849,40615.98,24,Unemployed,0
741,Eric Rush,38,98534.06,655,41248.64,48,Self-Employed,0
742,Manuel Brock,19,75140.0,666,37597.96,36,Employed,1
743,George Ochoa,63,55000.0,601,29423.03,48,Employed,0
744,Valerie Taylor,52,47813.17,779,17389.6,60,Self-Employed,0
745,Travis Harris,22,62490.99,760,18305.27,36,Self-Employed,1
746,Vincent Novak,47,20057.59,818,22056.96,24,Employed,1
747,Michael Henry,57,39102.92,364,34623.02,60,Unemployed,0
748,Dana Bennett,51,74657.93,457,32586.77,36,Unemployed,1
749,Jenna Wilson,25,27700.5,368,6969.98,24,Employed,0
750,Leslie Gardner,30,28564.41,496,9443.91,60,Self-Employed,1
751,Krista Benton,60,59192.77,562,7208.85,24,Self-Employed,0
752,Michael Gonzales,18,94416.88,513,34508.72,12,Unemployed,0
753,Michael Fuentes,41,64641.59,725,41991.19,12,Self-Employed,1
754,Jennifer Porter,51,23252.25,372,42550.54,12,Employed,0
755,Dana Hopkins,24,78013.75,844,22339.9,24,Self-Employed,0
756,Rachel Jones,54,70026.0,483,30129.06,60,Unemployed,0
757,Karen Morales DDS,58,66125.09,769,36614.77,48,Employed,0
758,Melissa Stephens,29,63997.24,816,20188.08,24,Self-Employed,1
759,Heather Woodard,40,92198.8,632,43018.43,48,Self-Employed,1
760,Margaret Miller,64,45876.07,546,30341.51,24,Unemployed,1
761,Mary Kelly,41,96932.14,758,48192.1,12,Self-Employed,0
762,Amanda Terrell,36,67661.03,830,11078.86,36,Employed,1
763,Jennifer Goodwin,32,37185.83,622,5976.56,36,Self-Employed,0
764,Jessica Smith,24,23018.9,664,12024.82,36,Unemployed,0
765,Jorge Stone,32,40499.51,607,9135.73,48,Self-Employed,0
766,Laura Griffin,64,26176.13,632,40680.69,24,Unemployed,0
767,Raymond Chapman,56,71380.37,338,37885.52,60,Unemployed,0
768,Haley Johnson,21,93749.72,642,20656.86,48,Unemployed,0
769,Jason Nixon,32,79814.29,311,33524.92,48,Employed,1
770,Todd Thomas,51,23294.58,453,19707.42,24,Employed,0
771,Jesse Clark,61,78526.29,702,48696.81,60,Self-Employed,0
772,Mr. Jeffrey Horton,32,54554.85,703,11660.56,36,Employed,1
773,Eric Patrick,54,79625.2,708,16815.11,48,Self-Employed,1
774,Samuel Wong,62,30430.01,438,26641.51,24,Unemployed,1
775,Carly Riggs,59,65706.45,836,16081.06,12,Unemployed,1
776,Christopher Moore,38,74779.04,391,10063.84,48,Unemployed,1
777,Tina Hall,40,35239.18,652,31724.47,12,Unemployed,0
778,Cody Davidson,40,69297.68,752,33043.2,48,Employed,0
779,Allen Mendez,30,74828.74,459,39098.02,12,Employed,0
780,Kevin Price,33,95915.27,451,44093.86,36,Employed,1
781,Christine Goodwin,62,84342.46,612,25252.77,12,Unemployed,0
782,Amy Garcia,65,63040.44,508,29589.09,36,Self-Employed,1
783,Chelsea Nguyen,57,78393.89,444,36278.2,12,Unemployed,0
784,Dennis Huffman,34,33625.57,590,14031.32,60,Unemployed,0
785,Margaret Harper,47,72380.63,308,7996.9,36,Self-Employed,1
786,Laurie Bailey,24,21526.27,695,15402.59,48,Self-Employed,0
787,Lisa Cervantes,38,58772.97,844,8960.93,24,Self-Employed,1
788,Elizabeth Mendez,53,94108.0,322,6788.86,60,Unemployed,1
789,Cesar Wilson,49,51471.99,460,5826.75,36,Unemployed,1
790,Clayton Steele,33,99679.55,813,17414.52,12,Self-Employed,1
791,Jennifer Taylor,42,91232.17,330,47486.15,36,Employed,0
792,Cody Reid,39,91774.03,440,8950.78,48,Self-Employed,0
793,Maria Cooke,44,39228.86,456,24190.92,36,Self-Employed,1
794,Katherine Taylor,46,63378.7,511,34361.27,60,Self-Employed,0
795,Jerry Brown,26,44719.87,836,45930.32,48,Employed,0
796,Adam Taylor,38,25425.12,845,47687.07,12,Employed,1
797,Tracey Wagner,27,78166.36,626,44605.94,48,Unemployed,1
798,Michael Perry PhD,46,79648.78,580,11838.07,24,Employed,0
799,Bradley Johnson DDS,29,22095.86,573,32252.2,60,Employed,0
800,Donald Medina,32,74990.23,667,8576.39,48,Employed,1
801,Jim Newton,63,71965.48,488,43345.82,48,Unemployed,0
802,Krista Wilson,28,35460.79,333,23386.51,12,Unemployed,1
803,Reginald Morrow,32,79389.33,507,39099.95,12,Employed,1
804,Rodney Williams,57,59195.43,632,44004.87,24,Unemployed,1
805,Kimberly Fritz,20,68634.4,689,37409.04,48,Self-Employed,0
806,Ronald Potter,51,28745.3,767,42215.45,12,Employed,1
807,Zachary Cole,65,23140.13,696,28225.7,12,Employed,1
808,Robert Gonzales,46,51843.19,611,39815.47,36,Unemployed,0
809,Patricia Young PhD,45,43553.58,355,36047.88,24,Unemployed,1
810,Heather Page,23,77811.74,415,13089.71,60,Self-Employed,0
811,Carol Taylor,43,53084.74,761,6121.05,48,Self-Employed,0
812,Daniel Brown,47,27214.37,631,36127.28,24,Self-Employed,0
813,Douglas Ryan,23,29133.2,760,33533.26,12,Self-Employed,1
814,Michael Roberts,64,83285.33,823,32543.26,24,Unemployed,1
815,Scott Duke,20,81460.83,643,30447.12,24,Employed,0
